date,fifth-price,fifth-value,first-price,first-value,fourth-price,fourth-value,last2-price,last2-value,last3b-price,last3b-value,last3f-price,last3f-value,near1-price,near1-value,second-price,second-value,third-price,third-value
2024-05-02,20000.00,298213|910441|423717|755213|838080|727589|554877|158123|854707|066280|407261|825826|013776|055800|930582|665802|341602|713513|403888|936064|469815|797688|538413|960833|274678|081149|664617|457646|133408|314035|163061|225236|023443|858887|181552|504002|144888|456862|939876|267006|086625|056462|189903|036059|416904|878233|743137|413462|866916|051494|466666|403377|646621|156825|531076|106325|593403|489982|771611|815306|528252|095808|419572|421382|977262|434558|610844|311803|438604|972074|198315|464092|667399|743678|849348|613982|997535|313414|375826|058430|336050|169478|098223|165031|248582|369941|323474|902954|650820|903111|503688|621629|671981|704871|174035|225070|290996|469534|029133|155820,6000000.00,980116,40000.00,741384|698981|288111|400412|393023|793800|437249|564636|859072|452639|212161|942459|238339|305155|801724|554410|647086|236594|019209|002704|092164|266781|113503|452425|210071|843525|830668|017612|787550|413829|909104|569904|458579|315925|985943|357122|996805|296360|809555|600370|964513|027545|500758|718684|875542|059895|070350|788180|705937|213851,2000.00,17,4000.00,833|634,4000.00,104|763,100000.00,980115|980117,200000.00,062041|647084|268817|644812|782648,80000.00,893930|394109|622241|576298|269704|179445|973985|391036|083872|254426
2024-05-16,20000.00,920214|054967|847156|678348|630257|790707|164089|979193|349215|987029|756238|808246|520219|410038|224623|604243|732202|868087|841034|556693|354437|382067|938091|553872|627605|011016|029171|016141|490116|133180|523312|969515|223879|947791|967438|594780|988300|100486|512815|462525|250968|379072|565794|847506|099921|644545|924253|183636|645113|359888|979559|341093|897365|672330|835807|077139|120743|456676|894478|128048|698695|931182|875647|612991|988503|274866|210371|525350|503663|542797|490133|872762|359444|715647|950316|286023|529977|422625|659221|951224|637975|763554|502464|453204|907595|549150|941650|669611|566794|418285|854947|410722|224606|775921|403777|557784|621413|412923|477860|687477,6000000.00,205690,40000.00,746802|009719|081650|320888|402421|787062|339581|651594|187716|095107|703403|644520|376789|907223|261372|850675|722477|544984|756905|590008|088710|259114|733830|593091|391338|224331|988056|853693|622774|250866|414318|902724|996534|310292|991850|950967|577047|338715|439055|176775|174951|256245|352139|965748|798919|602925|836258|137473|266130|645861,2000.00,60,4000.00,137|070,4000.00,885|747,100000.00,205689|205691,200000.00,753950|862515|418448|589461|051664,80000.00,831208|282965|803933|658671|987576|787378|695909|737000|730886|625541
2024-06-01,20000.00,755016|838184|935430|768221|294987|458656|621493|868909|102535|451796|454431|195482|990634|272964|642942|888192|077829|333705|818395|093804|270730|973347|985312|460387|903209|073019|277175|585912|279395|533685|231833|800717|170522|849807|140336|013446|418120|508290|671749|698368|362061|180989|655691|622177|034704|383029|526562|965039|439694|559838|144746|817662|458119|029216|594482|156179|240678|852984|346092|700010|953286|610246|339387|046921|834256|025445|718959|851546|340639|825213|491735|290538|371771|726199|894182|195900|759065|339091|142489|842139|146567|408504|408260|514953|267883|469973|925646|307929|371628|879199|378038|902974|687899|481869|001233|673775|180819|402981|000896|502580,6000000.00,530593,40000.00,233880|168521|183126|834354|620385|678979|944778|145262|549805|598690|470737|581373|343071|531156|065645|051598|495952|794575|277318|638080|464405|153750|205045|526970|413224|842151|849214|933126|526838|083471|294416|840200|438962|378829|703944|646271|405634|656945|459138|238892|440176|020392|550315|753505|692674|957867|211846|240317|951837|485847,2000.00,42,4000.00,421|734,4000.00,194|364,100000.00,530592|530594,200000.00,356805|808128|792363|938867|029712,80000.00,243580|160283|777744|404804|272437|448892|544359|694974|046843|443044
2024-06-16,20000.00,416365|334741|814492|828129|322424|068122|463671|490171|482894|926490|287982|228557|828461|029759|732572|617942|190046|548776|552369|975087|515062|781749|365932|123326|818715|739782|564001|442962|472623|823709|031314|454177|419771|784891|499471|400375|791205|319875|326404|005567|956483|705394|808193|293806|724322|609736|106929|562015|573957|462587|463544|712893|379230|164308|841160|656934|304991|006221|068972|085131|572654|165432|354077|951225|759412|848579|301759|202640|661955|931386|750839|713997|076922|208170|080029|073759|181024|671901|079801|539055|066618|693587|373058|750662|897078|080396|671992|532629|571400|877007|554881|250876|682523|852740|278555|084386|905106|591664|263877|455032,6000000.00,518504,40000.00,864878|042811|933037|016534|698891|772842|624535|497071|801953|626862|934261|645609|724350|686120|867183|156651|226901|169264|760292|109846|470925|260462|739656|157399|423612|665971|311171|132096|899605|212854|724932|915664|876772|466136|089971|417986|936927|978565|605516|013457|910161|402620|923641|437073|288575|222681|184079|212892|807707|698760,2000.00,31,4000.00,447|426,4000.00,428|016,100000.00,518503|518505,200000.00,318468|025373|491146|336234|929480,80000.00,955695|428495|676433|223852|343518|040407|670971|392225|845831|649941
2024-07-01,20000.00,847443|133567|625761|227532|725339|435771|904447|252646|211803|182881|219385|400838|366206|933517|320226|059228|644008|911483|002506|598387|191363|438585|752876|848407|277604|728162|101429|025099|380460|698584|498104|066635|412016|292399|597933|302466|184989|831497|477344|636220|549722|520301|919369|837681|689093|782393|459375|360627|424410|584045|717700|901792|426746|762640|127655|219369|270390|537736|780912|851414|960387|787950|122718|189048|958051|526819|307383|574931|470814|598306|951359|179061|095930|934011|992438|204930|051521|694430|265925|148817|532555|237179|042336|513439|846157|982253|118847|699727|513569|458224|752372|487090|970030|421736|667377|927117|794733|894572|929132|808754,6000000.00,434503,40000.00,526765|226682|615858|236905|540411|907438|887136|596385|292040|325423|313471|295958|950641|092610|290322|271777|380940|160175|052671|372428|360281|166107|321165|225892|122729|918486|494578|206721|636886|370603|548304|966503|464040|858600|210278|143702|869310|672342|609789|881222|516632|023956|875779|709328|794387|611097|986701|945560|167869|677475,2000.00,89,4000.00,778|647,4000.00,839|975,100000.00,434502|434504,200000.00,051210|120284|779915|643628|119336,80000.00,344989|082892|068498|489726|112814|716400|509881|448678|067625|444531
2024-07-16,20000.00,543168|689126|450793|691231|307602|042659|461553|163584|384767|968850|716932|280789|962268|985996|201428|445293|566206|004941|121722|908118|681525|632056|768099|076623|202597|951332|988242|465992|290051|952410|024194|621679|462674|831340|092368|760009|485341|776955|128199|624167|761491|921816|848653|912974|397143|106735|955445|883978|147546|079032|054227|253709|566342|402156|906407|770786|802186|531078|514277|396475|954050|043761|437806|524027|424422|649565|349896|587379|910006|485430|058038|232893|001678|177590|551661|939929|659726|693144|442723|472188|487894|084151|895784|366829|876859|988812|684081|328415|315494|075711|027440|457322|935770|276808|259191|327434|198593|455279|795325|030856,6000000.00,367336,40000.00,713558|004093|901252|801545|128975|360620|429508|983286|190219|892627|345306|205678|711840|003130|815279|740123|604096|046094|223488|868526|932156|015012|554593|671949|539081|028103|296870|195752|018467|903340|953032|245819|346875|584418|400231|567608|493279|414763|729050|526169|951226|072695|227124|165094|434487|846271|373673|264413|167345|445465,2000.00,21,4000.00,421|618,4000.00,331|011,100000.00,367335|367337,200000.00,004776|347960|886001|388714|911595,80000.00,410870|720428|929494|608949|537070|399235|248364|093921|147985|982179
2024-08-01,20000.00,384313|762033|537178|505983|441314|652086|550754|402386|621644|273118|693983|978436|454902|424316|420684|716670|560688|391308|576125|495195|430621|433998|704917|073908|765466|538706|260608|422419|474794|869761|040499|138968|595563|090261|750476|472240|848018|797602|003432|148657|364392|324037|129375|143999|929798|579622|576498|413630|363503|618923|485673|505561|815447|113168|771325|006659|509512|411886|085935|764120|899355|506299|322329|932253|115861|702536|535118|601570|801730|129655|579346|442947|819244|862786|858314|383004|412516|096708|293479|220421|183513|103768|655309|272603|714066|782158|763222|286079|177889|143744|002795|979012|734542|994883|250011|192800|894902|227344|423982|178309,6000000.00,407041,40000.00,833716|882210|826992|530296|752270|035968|850728|589909|569499|778445|103673|183977|441518|045979|620895|032672|131358|249786|995056|364292|617316|722232|437269|711936|504956|198095|479152|221674|327395|032522|260923|714996|299412|683038|010963|287763|456445|372782|677746|091060|245874|675283|815229|391855|826151|125521|717786|871559|838773|392305,2000.00,46,4000.00,622|070,4000.00,408|579,100000.00,407040|407042,200000.00,127568|596170|848197|046930|921155,80000.00,886522|425170|276960|596654|896753|035144|959249|965402|903093|671891
2024-08-16,20000.00,025262|358243|142585|663880|905672|557358|552918|727189|511891|415136|617582|607346|429285|758194|098847|125567|750176|723059|625546|114925|943070|796590|839199|673641|107471|963350|164904|113884|967411|430576|484180|847344|838234|601216|919797|720970|079389|810785|799415|614351|564552|192930|939312|097582|068055|158151|532754|315088|537016|784362|023901|858210|537232|185518|523900|327964|723188|817943|399634|439974|341894|255582|829353|749286|432767|667669|253956|532771|134811|487933|446710|869949|093803|025367|949050|124481|339017|162642|625571|798917|066572|983768|412167|236059|403429|820542|683276|405000|468010|202685|493380|786141|131975|229531|477765|435309|583198|856340|543493|116703,6000000.00,095867,40000.00,362708|769072|176131|915869|535571|993372|492713|852326|896010|637241|297370|531163|657429|972893|334863|944230|491697|826219|929860|407016|788403|216743|492425|795096|724029|239745|650811|739679|356841|054378|358285|239634|064127|934227|320191|484382|189882|525880|720544|483416|061220|353159|285832|277743|080324|647195|080935|971492|567078|908323,2000.00,28,4000.00,697|728,4000.00,334|212,100000.00,095866|095868,200000.00,226374|469899|974224|038546|469262,80000.00,602409|605705|351293|870121|870199|918535|854153|635741|792643|500076
2024-09-01,20000.00,312177|236040|470826|882871|907234|361316|015106|772619|857502|374966|954277|364848|466805|701245|962806|765472|805461|900635|115133|209064|693506|513957|803238|994390|440126|414395|661364|481631|000159|220461|252076|212789|513241|860241|298997|089629|080992|301833|034196|683559|004833|299985|327793|490262|697944|108699|412225|955685|756125|618969|149142|334112|832624|915196|120482|363020|252771|133944|331907|397357|523090|806578|000633|909446|084945|846704|954381|010931|649429|695017|362992|733586|916474|930105|855671|543792|513564|868140|748201|677710|589955|512985|514656|361411|772492|265188|002932|848584|175130|420449|449498|926437|968699|530321|761425|533132|280983|769582|622312|978954,6000000.00,199606,40000.00,011311|278068|434841|894509|670044|544112|545963|819051|766923|235487|076131|276979|425809|534501|667294|860721|190925|300766|194609|251083|653506|083147|705593|706744|422406|462934|522365|875776|016635|863849|973807|520419|102266|757806|371539|301932|136548|889709|088798|740262|158488|114444|766849|793180|427556|380548|177872|380502|261109|427510,2000.00,94,4000.00,094|388,4000.00,173|220,100000.00,199605|199607,200000.00,536661|218971|253914|190588|878717,80000.00,982233|549686|106515|356438|817554|384338|163064|577240|163488|876783
2024-09-16,20000.00,317867|747154|764664|384037|565238|730128|514400|620017|075674|795510|511981|513205|111864|091138|682221|772854|595342|544628|696729|108678|032161|493937|287190|012401|589854|935599|590395|397932|856500|913767|854344|145819|866852|765243|918926|326403|680908|231523|002519|574380|203879|349545|006406|456825|889817|817090|506021|243088|132898|824718|831432|307856|700823|807492|969948|534205|222892|766935|313149|348231|745440|864704|979175|500567|622766|447283|180151|698564|381463|676774|901761|517205|161717|150476|148912|881539|668005|277961|220586|095407|612384|792740|351070|720563|500614|796179|661390|848935|307742|254844|789368|317318|572341|038392|495854|609436|383406|503256|244115|371744,6000000.00,608662,40000.00,293084|282328|229977|766221|750870|588907|872383|259692|086569|142283|253314|341772|037845|838082|087336|741298|034649|593189|199628|262378|238591|187159|318862|889637|034227|830841|308005|337475|233606|715426|121211|544682|110415|629901|376400|422395|761518|964585|924799|417959|623304|393518|598884|551987|563701|479532|296792|988954|879001|295315,2000.00,37,4000.00,008|408,4000.00,230|904,100000.00,608661|608663,200000.00,474510|544978|705432|910627|841682,80000.00,107957|835708|651722|915662|653692|416024|516143|210002|384311|214554
2024-10-01,20000.00,280422|036283|754306|886771|443091|526698|221366|985280|458809|028519|122019|971141|566721|487641|142265|265401|611367|803474|222108|176036|974833|082021|409813|743601|505928|634524|982865|749235|815227|090743|930041|445026|385388|331823|432285|924197|280547|749834|929691|271493|519617|316668|867435|581639|738631|238694|145004|815448|369105|237296|529047|123489|647932|264184|674505|779485|954373|098621|759723|729975|499637|237865|564652|380962|699053|817965|183407|930997|312076|609336|094704|868444|171250|187093|445974|041466|761270|977415|086635|628125|072238|713107|111308|400188|495788|629558|714202|041220|737191|749137|269228|562878|822973|224689|705352|330818|520432|447142|511989|342384,6000000.00,718665,40000.00,447798|379538|070465|143828|565201|100523|730422|654733|350914|968249|715944|974093|073792|306489|394717|823339|371560|229354|549734|544300|791315|612189|588560|705120|156039|079288|961797|325692|235485|068766|549143|585487|214339|656278|849778|795687|166685|827766|448648|415631|579404|331211|522846|952454|001650|430370|406839|483088|392399|791536,2000.00,59,4000.00,079|566,4000.00,053|812,100000.00,718664|718666,200000.00,618304|706570|920212|619457|803186,80000.00,079513|899161|028929|015089|576883|848720|332583|827661|936769|807587
2024-10-16,20000.00,995215|767119|690027|574970|943107|923774|818894|913324|668768|399081|424294|848771|269216|526233|396665|177122|594820|916049|987926|755995|133254|567405|019648|318414|305067|449561|706603|918643|924761|104312|892171|714625|516489|375592|105882|926205|782906|812819|109582|755262|070972|859244|726301|277076|937467|158877|315418|034806|169064|446104|026221|942020|777604|356122|749182|128580|852841|544623|958786|464258|400476|367162|293854|940940|169981|389716|696974|744551|727325|468744|242520|529490|956648|524834|533524|354352|889734|976947|996774|572047|059147|493933|392533|565243|892802|347685|915590|192105|750256|414328|164916|207873|516238|279617|141955|311731|161363|650003|474541|103237,6000000.00,482962,40000.00,155170|825993|884284|322962|395774|874449|414059|176736|315440|006344|021948|604412|500651|730622|168879|729593|318165|573022|167913|424010|138948|394200|528843|391203|563373|215243|615764|417106|226460|292397|724358|470723|056126|288167|195795|637681|826605|863363|405302|423542|113438|536788|358015|656780|388836|180486|564006|630912|934027|462725,2000.00,00,4000.00,919|493,4000.00,648|561,100000.00,482961|482963,200000.00,209783|960616|887149|091247|042170,80000.00,744996|079381|350969|701566|327831|942966|360198|803140|835479|309600
2024-11-01,20000.00,028050|535524|157015|886696|467784|060406|635307|913464|717641|903938|600420|165452|216472|816456|437670|732687|224002|449440|450394|180655|559943|088178|249269|507171|315074|139849|516001|840098|252789|912826|900535|972272|978841|969181|332107|496277|733187|475856|900043|585509|879525|865045|337381|472519|011202|786892|335266|065676|424107|982831|159853|771695|770688|149917|434505|850088|027343|725648|859311|193787|440354|333150|700134|960762|803272|153449|474110|395314|773638|016278|245852|544987|139048|057583|230737|285041|043606|308784|350025|007465|850210|665997|517358|877858|220364|863998|952214|798036|711730|244142|030649|483302|962368|295883|851727|182940|516915|552094|146823|215441,6000000.00,536044,40000.00,947992|896344|206822|451233|575887|337719|191857|294858|863506|815888|020990|323244|247752|273947|866342|814041|696246|005593|934706|536434|540828|217979|565438|294460|130049|982409|633708|460506|638537|253616|098859|388700|401000|023014|561822|027675|045384|812723|664916|773635|849365|842001|034575|300281|115213|181207|989649|692877|761360|163480,2000.00,32,4000.00,063|231,4000.00,174|225,100000.00,536043|536045,200000.00,700568|504140|297790|807952|170220,80000.00,505632|704102|702685|685143|808087|388173|050258|555089|782390|595354
2024-11-16,20000.00,822346|577589|393988|737877|888036|455565|763946|466122|982473|244907|436509|895633|541777|831411|171201|585681|306713|730359|229369|040200|719461|332591|777923|647724|720433|504598|508549|190752|925082|429168|361389|992356|680182|419328|200238|447811|796055|273030|279629|032425|148474|986925|799427|410920|247343|260186|057397|428874|204837|025378|625306|216401|727095|856212|944270|908507|269883|300471|921558|301731|441209|780358|525992|941133|542225|768267|643187|657280|308731|612377|852195|092506|645166|848055|911396|464219|477905|171582|731062|340257|047871|650957|653115|216589|448438|269205|440000|101145|867017|992905|715738|344665|694314|301871|028158|606732|363848|345709|369266|033780,6000000.00,187221,40000.00,854444|377347|278756|852768|968311|399138|730035|769620|679006|962056|201819|060223|650025|438914|706630|564974|974578|032420|622075|149320|081623|221831|390470|800670|020102|143088|879859|235398|193067|984918|249235|704511|474735|287080|515974|947933|164159|797585|068457|719828|527535|529166|189506|461418|296736|031147|819942|424200|604235|719577,2000.00,38,4000.00,980|547,4000.00,036|923,100000.00,187220|187222,200000.00,856492|739382|164480|459403|339596,80000.00,243904|744835|271867|287458|822647|803964|705238|319545|088391|584122
2024-12-01,20000.00,466629|801515|918078|972663|213187|176011|205941|889207|594170|472981|129254|193042|515208|247480|660109|805620|250963|029563|950649|704404|752228|865280|220724|659735|355059|891591|754440|958709|264021|908469|858864|491890|862439|555795|472750|406805|798613|119815|177886|183717|295735|437355|062626|225464|262620|246732|422780|621010|004229|758463|980858|075074|518718|102006|635061|767161|340190|224868|972507|329479|988116|759860|743273|045935|926936|587103|000444|310173|072992|832512|159762|847276|719345|824063|394095|290402|942694|244443|160838|647410|978088|661043|902108|108046|794753|998784|425408|165517|094632|894211|864440|562496|980718|502139|372901|697223|570477|516740|477673|353846,6000000.00,669843,40000.00,412207|954641|556792|276443|086494|092386|173524|017721|783205|213958|721991|920410|969664|287059|786108|612785|110508|621091|310734|635435|022020|415228|221943|311035|150524|777702|468693|656044|858067|256247|711163|523975|060334|529435|661196|702772|506997|292911|803676|840761|485229|908080|631207|913697|823603|865378|251466|244738|019273|042702,2000.00,61,4000.00,098|654,4000.00,626|559,100000.00,669842|669844,200000.00,362623|141669|511822|257611|127223,80000.00,007427|412183|988373|361496|632428|799112|489823|781904|225443|063530
2024-12-16,20000.00,742608|005446|980861|000720|738784|254796|145400|321051|025790|178296|986987|844198|536880|173566|948959|804602|022294|488721|724824|589843|869600|924064|652077|840505|277818|859044|643234|815269|381363|076243|469805|435555|043888|126272|601202|721765|557342|403966|715352|326384|759966|026835|351317|587085|906805|216550|012690|520703|744745|267029|325180|263787|961592|558938|840150|120133|674832|933526|876705|370241|512588|403646|129244|160740|518176|171540|943132|095262|188327|251189|295057|384252|132312|760206|234386|963351|294466|901378|510444|720511|240986|836320|133265|995220|535868|761774|249618|350040|352605|780180|649102|864713|383136|892314|718628|957217|710802|521374|272076|179844,6000000.00,097863,40000.00,736296|997599|332505|934591|515844|940955|216600|112272|807271|785942|961926|351494|883128|009226|565216|665998|270861|821551|746765|142837|739701|467237|953159|624287|005170|555474|450486|325011|197755|807334|512221|829492|801458|658743|062558|142726|441853|239277|690417|194802|226962|090523|577454|699145|657613|896429|601662|610101|693110|486524,2000.00,21,4000.00,881|339,4000.00,290|742,100000.00,097862|097864,200000.00,885770|208137|142161|773959|077335,80000.00,431928|346727|546762|232859|214955|132601|543369|882472|579783|164003
2025-01-02,20000.00,107563|826029|943848|833998|765600|184544|954563|286901|280825|021492|795138|560785|833636|183320|988047|990183|782267|089960|813239|758578|824174|468305|362401|022786|389866|602267|293532|208923|700600|246839|856581|007186|749177|058809|485535|289954|319306|492579|854220|545258|081441|511582|137743|994546|265752|020744|754462|631702|799442|603121|951202|914603|013427|028982|162386|509831|184824|865081|074378|010081|808422|485072|299555|773620|730910|395375|711289|693949|977363|498509|204356|805029|734145|586000|762213|976957|066939|830173|684186|358876|718146|520294|233615|239089|900063|021023|963902|289147|064372|991165|683261|358456|718339|795129|666663|121888|248890|718590|693948|292298,6000000.00,730209,40000.00,452409|226925|624310|074970|953541|601172|449201|397163|666587|710399|688447|702769|676198|436266|088544|176393|640423|987193|615097|556317|358149|315874|309294|096390|094884|825425|582187|676456|422247|011243|881355|440900|601534|789122|085210|342298|067086|857858|785881|608458|293328|487715|794597|810445|379925|726121|746225|783456|618276|506949,2000.00,51,4000.00,376|297,4000.00,446|065,100000.00,730208|730210,200000.00,671700|144798|440080|905788|764177,80000.00,810497|593131|632323|286468|543132|651864|017410|023742|950821|441850
2025-01-17,20000.00,223533|936733|043279|814551|773575|162695|092964|142319|591078|077498|906133|574988|558354|593728|123993|850801|137909|114470|677331|507902|951727|825672|740807|197913|905392|777069|258099|333442|643367|311607|345049|578320|470491|500988|460376|960424|856352|881587|967694|331211|248476|152447|762951|454511|156151|441395|981397|897050|247549|389765|049995|865789|668531|407093|090497|466517|455156|584332|916126|996272|291739|607502|113048|412407|826509|502170|433776|547227|170696|316422|355228|975949|431591|159033|117572|928875|573284|210295|639060|073623|722197|263398|130734|730086|452835|314719|121983|684061|876447|578683|885682|438472|450181|856619|304278|756985|797858|969069|905652|886107,6000000.00,807779,40000.00,302011|318159|625828|437722|933578|053892|651488|725948|325286|610859|604366|063321|496586|408346|609776|143678|789093|129742|454535|088212|876684|872116|800333|702504|346068|713480|450097|798955|872641|119503|222848|064964|586556|470098|527626|928126|056479|014861|710783|945648|533037|878459|205041|877824|566714|987393|945826|598277|542186|704274,2000.00,23,4000.00,448|477,4000.00,961|699,100000.00,807778|807780,200000.00,434041|270761|222219|050976|036472,80000.00,704912|825528|150858|500319|359726|343475|347618|722137|171891|266360
2025-02-01,20000.00,862547|434315|834118|899789|242460|395207|386735|876085|839421|520235|249797|556099|228943|843874|146717|237637|256651|468417|319578|357324|293875|666309|458153|521615|488003|625188|262969|346327|528246|218574|820208|225654|538250|128987|101130|719219|813271|480659|510530|004666|115205|019984|926141|609274|944711|447638|475118|818954|669725|728225|539134|660585|373449|128024|952420|318992|619350|127333|703932|416441|414767|054345|070967|423932|393295|756019|558425|157450|418226|923554|127745|774336|326507|002886|651277|776946|584125|703901|388391|915232|774187|938687|485292|572844|756167|689128|656732|158717|756513|669408|011487|964295|500656|405669|952463|713917|158957|489146|027205|552257,6000000.00,558700,40000.00,233725|491970|645967|830929|779827|205879|705634|082186|556556|164298|870742|088036|848970|367734|659209|667860|830628|074973|513218|770832|406797|974031|540915|145374|854433|040227|924237|396135|470781|099363|631224|529529|349710|837682|131842|456222|662127|768307|057554|724970|149975|431300|689248|256225|197551|909244|372733|643063|302216|203596,2000.00,51,4000.00,824|685,4000.00,285|418,100000.00,558699|558701,200000.00,638065|719083|911999|883775|180367,80000.00,950699|572689|188548|805704|443022|989351|514538|592134|917964|556224
2025-02-16,20000.00,758171|181947|908784|278951|494337|776547|909439|189048|195215|098615|892188|648082|998649|657946|790653|144831|285218|093553|227491|185608|598830|816210|814089|327045|727955|916212|028396|398268|721972|136371|611526|781676|234984|544344|138431|712333|856391|818178|670630|730383|813732|185480|075197|144457|187299|459106|421005|581971|413481|548796|036290|865227|065561|465924|797831|173114|080839|445223|608117|028524|263695|787725|015842|857575|186903|960752|176466|485062|964213|569785|076869|450668|838824|195390|273605|734859|146668|744940|824691|978302|778179|977130|454211|637061|952284|466469|773808|127859|616650|022284|478917|761693|348781|736301|682227|426726|766778|573685|089391|035100,6000000.00,847377,40000.00,139733|706119|785084|077913|376516|724366|575954|173448|742179|293096|940805|325152|870601|735617|731665|073045|021660|403627|638899|037244|099058|560894|322129|855651|404509|179357|696028|467561|824459|366488|344581|913399|085810|228271|164088|642332|151964|100287|797797|248640|231605|439018|803962|478552|094541|168378|192006|573676|256518|100051,2000.00,50,4000.00,652|001,4000.00,268|613,100000.00,847376|847378,200000.00,464953|822419|572417|403022|234582,80000.00,497867|405988|424303|645024|273711|467127|126320|907658|657401|642152
2025-03-01,20000.00,608427|795363|399660|215784|720680|622328|154530|495643|253930|172143|993052|400084|237014|561656|880304|336835|325053|827929|332950|359521|108798|922294|272193|765241|850203|837254|196824|157570|713335|244432|255142|028348|879210|092952|836397|989074|372164|816587|641873|679023|906844|989237|557740|060137|753659|450981|667158|506232|219953|701748|750470|583089|660401|549267|767982|824645|510846|702804|291205|519732|419305|432973|429243|983571|805860|376226|519069|284819|875552|840042|140002|384608|887529|968167|777059|965121|266027|933882|609909|764291|452554|560073|163865|013081|522828|712633|289079|751539|015145|735425|044736|947659|261524|554737|015230|181502|336944|153215|788314|559492,6000000.00,818894,40000.00,940408|033953|531409|036660|705735|083894|298466|403073|109672|776759|050705|892775|917346|596529|648142|606229|534220|035786|656620|802886|924160|359272|461198|730796|347098|314436|652959|466654|963209|938342|190194|786889|482643|760808|764499|770896|433312|399140|261092|730690|783813|127601|121143|801667|406749|300157|052868|722324|815244|047197,2000.00,54,4000.00,781|656,4000.00,139|530,100000.00,818893|818895,200000.00,626086|009425|706361|445710|966801,80000.00,073890|543296|989397|164491|337602|708975|265729|198946|939068|123509
2025-03-16,20000.00,930065|051805|933952|755320|907596|094743|440097|164129|133740|795591|348500|547511|205399|915106|233255|632802|138684|042591|318762|011186|573421|841412|430316|988703|914448|954469|032771|532065|684442|793479|920930|969472|735763|563666|876311|915765|268658|225984|915506|375607|498114|316228|426624|034665|782761|588685|599129|907523|642669|992720|664304|483655|458447|964766|692681|158520|953027|366349|937521|456950|983847|028135|606555|961105|313132|374805|877480|526740|221239|124954|997455|047836|084790|572339|240622|580626|039933|859329|080656|627079|195765|687423|488862|473219|134502|160909|029268|409757|004058|204243|981958|275463|532573|981550|016450|109999|293176|372464|110149|348438,6000000.00,757563,40000.00,853348|802025|865801|074040|248923|209713|247158|116520|532411|415164|342135|492265|124537|964672|113275|572952|074509|347176|252613|231327|649727|856757|579180|427466|168423|544466|546436|205246|120687|519010|661839|344622|782028|883412|466815|175231|214933|395960|369661|961506|122064|830000|468063|295987|262297|874836|566906|636983|408506|824008,2000.00,32,4000.00,457|309,4000.00,595|927,100000.00,757562|757564,200000.00,989893|041134|465815|875925|748827,80000.00,571016|750873|472259|455376|633053|139119|141267|347605|246223|909970
2025-04-01,20000.00,264275|349486|453326|172330|426752|219981|431020|431047|136635|278920|189581|371071|818538|725275|316549|262674|978651|394122|284666|943169|806244|268816|815778|337988|294649|124989|858706|221516|961373|116139|987977|897967|590140|993970|444062|111713|910427|278540|443514|201364|825153|331123|445902|881777|473572|051582|682271|804719|706029|351169|845815|596614|853960|666321|389310|261364|122396|889174|398927|298045|013285|947029|303004|966602|018622|937904|085289|273157|479122|677949|085044|184490|369585|721441|160898|527148|321168|635475|166410|810743|839651|383253|137999|734692|415338|323033|517040|099352|558934|208682|602580|464859|613701|099914|503667|613625|915483|163884|730362|546550,6000000.00,669687,40000.00,947528|179643|344000|914197|720039|744799|592546|658419|689814|235692|001477|585929|057527|874164|741507|384674|798376|465015|811292|264282|378835|783654|367741|704849|121573|585110|367601|325749|594199|804468|861456|910964|821017|108857|196802|781735|922149|250447|360695|552715|920845|541755|248088|370842|169205|607488|720557|760916|564540|438967,2000.00,36,4000.00,180|666,4000.00,635|760,100000.00,669686|669688,200000.00,055440|120441|032218|317176|903895,80000.00,115898|677417|976075|863114|430077|968267|898356|699092|617158|269444
2025-04-16,20000.00,613998|727863|967668|586305|018539|171077|683822|509045|793009|603981|323863|946713|428922|243902|331184|613537|766396|788578|539783|326414|530971|556985|289608|322543|057284|863415|354311|772070|339512|211089|740160|814747|500529|980753|436615|738121|555821|346865|430791|200654|436492|714473|120834|391723|379864|239598|888227|156061|354661|895512|808697|013250|671360|257167|825690|288173|234651|103087|462757|382677|805759|937474|781509|947059|151603|911589|375217|251644|634816|317555|378251|767897|118185|587552|297167|626980|750494|737111|762191|677255|626824|189496|271718|322504|435789|925027|877105|133930|643808|940563|841459|305332|788101|761661|518828|235479|076858|577165|316618|822131,6000000.00,266227,40000.00,273668|796331|126219|168172|812416|227442|250542|328865|497611|576441|126522|920524|401586|463187|949567|718634|463301|502192|402616|120563|614053|909395|200883|711288|985225|181876|499336|475113|140225|504936|382144|258261|187246|006165|037471|861079|676146|884153|178515|329418|084623|606168|897760|084043|465519|885722|425348|970884|083181|780493,2000.00,85,4000.00,474|760,4000.00,413|254,100000.00,266226|266228,200000.00,956704|433036|676248|697262|910256,80000.00,835740|996183|718480|949316|685203|658389|881076|006177|803741|736031
